Commodity2,Attribute,Unit,YearProjected2,Year2,Value
"Soybeans, million acres",,,,Planted acres (Projected: 2001),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2001),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2001),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2001),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2000/01,74.3
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2001/02,75.2
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2002/03,75.5
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2003/04,74.5
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2004/05,74
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2005/06,73.8
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2006/07,74.3
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2007/08,75
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2008/09,75.5
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2009/10,75.8
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2010/11,76
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2011/12,76.3
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2012/13,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2013/14,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2014/15,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2015/16,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2016/17,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2017/18,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2002),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2001/02,74.1
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2002/03,73
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2003/04,71.5
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2004/05,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2005/06,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2006/07,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2007/08,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2008/09,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2009/10,73
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2010/11,73
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2011/12,73
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2012/13,73.3
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2013/14,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2014/15,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2015/16,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2016/17,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2017/18,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2003),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2002/03,73.9
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2003/04,73.6
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2004/05,74
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2005/06,73.3
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2006/07,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2007/08,72.3
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2008/09,72.3
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2009/10,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2010/11,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2011/12,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2012/13,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2013/14,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2014/15,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2015/16,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2016/17,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2017/18,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2004),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2003/04,73.4
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2004/05,75.1
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2005/06,74
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2006/07,73.8
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2007/08,73.3
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2008/09,73
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2009/10,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2010/11,73
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2011/12,73
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2012/13,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2013/14,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2014/15,72.8
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2015/16,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2016/17,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2017/18,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2005),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2004/05,75.2
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2005/06,72.2
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2006/07,73.5
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2007/08,73.3
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2008/09,72.5
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2009/10,72
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2010/11,71.5
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2011/12,71.3
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2012/13,71
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2013/14,70.8
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2014/15,70.5
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2015/16,70.5
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2016/17,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2017/18,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2006),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2005/06,72
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2006/07,75.6
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2007/08,71
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2008/09,69.5
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2009/10,69
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2010/11,69
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2011/12,69
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2012/13,69
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2013/14,69
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2014/15,68.8
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2015/16,68.8
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2016/17,68.8
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2017/18,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2007),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2005/06,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2006/07,75.5
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2007/08,63.7
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2008/09,71
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2009/10,69.5
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2010/11,69
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2011/12,68.5
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2012/13,68.5
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2013/14,68.5
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2014/15,68
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2015/16,68
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2016/17,68
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2017/18,68
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2018/19,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2008),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2005/06,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2006/07,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2007/08,64.7
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2008/09,75.9
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2009/10,74
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2010/11,73
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2011/12,72
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2012/13,71.5
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2013/14,71.5
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2014/15,71
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2015/16,71
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2016/17,71
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2017/18,71
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2018/19,71
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2019/20,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2009),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2005/06,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2006/07,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2007/08,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2008/09,75.7
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2009/10,77.5
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2010/11,76.5
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2011/12,73.5
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2012/13,74.5
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2013/14,75.5
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2014/15,76
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2015/16,76
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2016/17,76
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2017/18,76
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2018/19,76
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2019/20,76
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2020/21,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2010),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2005/06,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2006/07,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2007/08,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2008/09,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2009/10,77.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2010/11,77.7
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2011/12,78
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2012/13,78.3
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2013/14,78.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2014/15,79
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2015/16,79
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2016/17,79.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2017/18,79.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2018/19,79.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2019/20,79.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2020/21,79.5
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2021/22,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2011),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2005/06,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2006/07,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2007/08,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2008/09,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2009/10,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2010/11,77.4
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2011/12,75
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2012/13,74
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2013/14,75.5
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2014/15,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2015/16,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2016/17,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2017/18,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2018/19,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2019/20,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2020/21,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2021/22,76
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2022/23,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2023/24,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2024/25,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2025/26,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2026/27,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2027/28,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2028/29,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2029/30,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2030/31,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2031/32,
"Soybeans, million acres",,,,Planted acres (Projected: 2012),2032/33,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),1998/99,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),1999/00,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2000/01,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2001/02,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2002/03,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2003/04,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2004/05,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2005/06,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2006/07,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2007/08,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2008/09,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2009/10,
"Soybeans, million acres",,,,Planted acres (Projected: 2013),2010/11,
